鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元/平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan/square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
蘆洲區,房地(土地+建物),新北市蘆洲區民族路236巷34弄1~30號,22.84,住,,,1051206,土地2建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821126,101.63,3,2,2,有,有,8000000,78717,,0.0,0,親友、員工或其他特殊關係間之交易。;二親等間買賣。,RPPNMLMKJHMFFGF87CA
蘆洲區,土地,民權段301~330地號,106.62,其他,,,1051221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,7900736,74102,,0.0,0,公共設施保留地之交易。,RPOSMLLKJHMFFGF18CA
三重區,房地(土地+建物),新北市三重區萬壽街31~60號,12.03,住,,,1051128,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640416,35.0,2,1,1,有,無,1717110,49060,,0.0,0,特殊關係買賣,RPVPMLLKJHMFFGF58CA
三重區,房地(土地+建物),新北市三重區三寧街31~60號,45.04,商,,,1051204,土地4建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630408,138.6,3,1,2,有,無,10200000,73593,,0.0,0,親友、員工或其他特殊關係間之交易。;公司與股東間交易。,RPUNMLSKJHMFFGF98CA
蘆洲區,房地(土地+建物),新北市蘆洲區中山一路120巷1~30號,18.04,住,,,1051213,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0640826,68.25,2,2,1,有,無,5000000,73260,,0.0,0,買賣總價含部分贈與,RPWNMLSKJHMFFGF56CA
蘆洲區,房地(土地+建物),新北市蘆洲區集賢路222巷1~30號,18.45,住,,,1051222,土地2建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860120,118.67,3,2,2,有,無,11580000,97582,,0.0,0,,RPUNMLKLJHMFFGF28CA
三重區,房地(土地+建物),新北市三重區龍門路151~180號,73.6,住,,,1051216,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0541022,76.27,12,1,13,有,無,16000000,209781,,0.0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;親友特殊關係間之交易。含增建或未登記建物。承買人3人,RPWNMLSJKHMFFGF56CA
三重區,房地(土地+建物)+車位,新北市三重區三德街1~30號,19.57,住,,,1051203,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960718,97.22,4,2,2,有,有,10800000,111100,坡道平面,18.53,0,親友、員工或其他特殊關係間之交易。;二親等買賣，買1/2產權,RPPOMLSJKHMFFGF58CA
三重區,房地(土地+建物),新北市三重區正義北路121~150號,8.61,商,,,1040921,土地2建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,82.12,2,1,1,有,有,13270000,161593,,0.0,0,,RPSPMLTJKHMFFGF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區三民路361~390號,8.47,其他,,,1051225,土地1建物1車位0,十五層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,78.7,2,1,1,有,有,11460000,145616,,0.0,0,,RPVNMLQJKHMFFGF88CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路331~360號,21.9,其他,,,1051218,土地1建物1車位1,六層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,205.01,4,2,2,有,有,24550000,119750,坡道平面,26.99,0,,RPWNMLQJKHMFFGF98CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路331~360號,21.61,其他,,,1051222,土地1建物1車位2,十二層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,202.97000000000003,3,2,2,有,有,25900000,127605,坡道平面,53.98,0,,RPXNMLQJKHMFFGF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區三民路361~390號,7.89,其他,,,1051115,土地1建物1車位0,四層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,73.31,1,1,1,有,有,10940000,149229,,0.0,0,,RPOOMLQJKHMFFGF28CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路331~360號,22.49,其他,,,1051223,土地1建物1車位2,二十層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,209.44,4,2,2,有,有,30150000,143955,坡道平面,53.98,0,,RPPOMLQJKHMFFGF38CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路361~390號,16.35,其他,,,1051128,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,152.51,3,2,2,有,有,19120000,125369,坡道平面,26.99,0,關 係戶，所有權人有兩位,RPROMLQJKHMFFGF58CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路331~360號,18.69,其他,,,1051130,土地1建物1車位1,十八層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,175.23000000000002,3,2,2,有,有,23500000,145035,坡道平面,26.99,2000000,關係戶,RPSOMLQJKHMFFGF68CA
三重區,房地(土地+建物),新北市三重區正義北路121~150號,7.06,商,,,1041221,土地2建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,66.7,2,1,1,有,有,10600000,158921,,0.0,0,,RPSPMLKKKHMFFGF28CA
三重區,房地(土地+建物),新北市三重區正義北路121~150號,8.54,商,,,1050920,土地2建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,81.41,2,1,1,有,有,13200000,162142,,0.0,0,,RPTPMLKKKHMFFGF38CA
三重區,房地(土地+建物),新北市三重區正義北路121~150號,8.49,商,,,1050719,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,80.65,2,1,1,有,有,12880000,159702,,0.0,0,,RPUPMLKKKHMFFGF48CA
三重區,房地(土地+建物),新北市三重區中正北路560巷100弄1~30號,131.2,工,,,1051122,土地1建物1車位0,全,二層,透天厝,見其他登記事項,鋼筋混凝土造,0720919,193.26,3,1,2,有,無,14000000,72441,,0.0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPWOMLLLLHMFFGF88CA
三重區,房地(土地+建物)+車位,新北市三重區正義北路121~150號,8.86,商,,,1040723,土地2建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,110.33,2,1,1,有,有,14860000,156231,坡道平面,29.68,2260000,,RPOQMLMKNHMFFGF48CA
三重區,房地(土地+建物)+車位,新北市三重區正義北路121~150號,8.71,商,,,1040731,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,98.46,2,1,1,有,有,16250000,175449,坡道機械,17.81,2100000,,RPPQMLMKNHMFFGF58CA
三重區,房地(土地+建物)+車位,新北市三重區正義北路121~150號,8.84,商,,,1051124,土地2建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050823,99.93,2,1,1,有,有,14550000,155261,坡道機械,17.81,1800000,,RPQQMLMKNHMFFGF68CA
中和區,房地(土地+建物)+車位,新北市中和區水源路132巷1~30號,15.26,住,,,1051127,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050329,150.79000000000002,2,2,2,有,有,25600000,169773,坡道平面,23.36,0,,RPSNMLQKJHMFFHF68CA
永和區,房地(土地+建物),新北市永和區得和路42巷1~30號,31.63,住,,,1051217,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0610506,76.82,3,2,1,有,無,8600000,111950,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPOPMLSKJHMFFHF68CA
中和區,土地,安邦段811~840地號,280.0,其他,,,1060104,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,39286,,0.0,0,(包含)公共設施保留地之交易。,RPVNMLTKJHMFFHF66CA
永和區,房地(土地+建物)+車位,新北市永和區環河西路一段1~30號,15.9,住,,,1051220,土地1建物1車位1,十四層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1030102,191.22000000000003,3,2,2,有,有,28800000,168872,坡道平面,32.52,2000000,,RPSNMLKLJHMFFHF18CA
永和區,房地(土地+建物)+車位,新北市永和區環河西路一段91~120號,7.65,住,,,1051210,土地4建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920904,173.36,3,2,2,有,有,18500000,106714,坡道平面,51.2,0,,RPQOMLNLJHMFFHF38CA
永和區,房地(土地+建物),新北市永和區中山路一段31~60號,5.65,商,,,1051212,土地2建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,0990910,78.37,2,2,1,有,有,13500000,172260,,0.0,0,,RPXNMLQLJHMFFHF66CA
中和區,房地(土地+建物),新北市中和區秀朗路三段151~180號,12.03,住,,,1051205,土地7建物1車位0,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850108,112.2,3,2,2,有,有,8000000,71301,,0.0,0,親友、員工或其他特殊關係間之交易。;親友特殊關係間之交易。,RPTQMLNJKHMFFHF78CA
中和區,房地(土地+建物),新北市中和區中和路91~120號,2.44,商,,,1060103,土地1建物1車位0,十層,十八層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0820921,42.06,0,0,1,無,有,3920000,93222,,0.0,0,,RPTNMLLKJHMFFHF28CA
中和區,房地(土地+建物),新北市中和區民利街100巷4弄1~30號,35.55,住,,,1051213,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740118,89.47,3,2,1,有,無,4600000,51414,,0.0,0,親友、員工或其他特殊關係間之交易。;親友、員工或其他特殊關係間之交易。,RPROMLMKJHMFFHF28CA
中和區,房地(土地+建物),新北市中和區景平路431巷91~120號,8.92,住,,,1051206,土地1建物1車位0,八層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860515,65.43,2,2,1,有,有,9200000,140608,,0.0,0,,RPSOMLMKJHMFFHF38CA
中和區,房地(土地+建物),新北市中和區華新街109巷11弄1~30號,41.68,住,,,1051210,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770305,137.11,4,2,2,有,無,10000000,72934,,0.0,0,含增建或未登記建物。;含增建部分。,RPSQMLOKMHMFFHF09CA
林口區,房地(土地+建物)+車位,新北市林口區民權路1~30號,21.95,住,,,1051212,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960116,159.0,3,2,2,有,有,11000000,69182,坡道平面,0.0,0,,RPPRMLLKJHMFFBF67CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段31~60號,31.64,商,,,1051212,土地1建物1車位2,三層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010712,329.19,3,2,3,有,有,28180000,85604,坡道平面,0.0,0,,RPWTMLLKJHMFFBF58CA
新莊區,房地(土地+建物),新北市新莊區新北大道七段211~240號,12.46,住,,,1051221,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830607,111.44999999999999,3,2,2,有,有,7600000,68192,,0.0,0,,RPSNMLTKJHMFFBF38CA
林口區,房地(土地+建物)+車位,新北市林口區信義路361~390號,10.88,住,,,1051206,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0990105,100.87,2,1,1,有,有,7700000,76336,坡道平面,24.17,0,,RPUOMLTKJHMFFBF68CA
泰山區,房地(土地+建物),新北市泰山區福德街31~60號,29.56,住,,,1051205,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700710,95.54,3,2,1,有,無,6500000,68034,,0.0,0,,RPSOMLTKJHMFFBF48CA
泰山區,房地(土地+建物)+車位,新北市泰山區明志路二段181~210號,8.73,商,,,1051220,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041112,120.13,1,1,1,有,有,6400000,94319,坡道平面,74.54,2100000,,RPPOMLRKJHMFFBF97CA
新莊區,房地(土地+建物),新北市新莊區昌平街31巷1~30號,20.83,住,,,1051214,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850318,158.64,4,2,2,有,有,12300000,77534,,0.0,0,,RPRPMLRKJHMFFBF28CA
新莊區,車位,新北市新莊區福營路301~330號,4.58,工,,,1051230,土地0建物0車位1,地下一層,十層,其他,見其他登記事項,鋼筋混凝土造,0830526,30.810000000000002,0,0,0,有,有,1120000,,坡道平面,0.0,1120000,,RPXPMLQKJHMFFBF78CA
新莊區,房地(土地+建物)+車位,新北市新莊區中正路893巷61~90號,13.54,住,,,1050701,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011213,159.14999999999998,3,2,2,有,有,13180000,82815,坡道平面,28.62,0,,RPOSMLQKJHMFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區南勢六街211~240號,51.27,住,,,1051212,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1040629,194.0,2,1,1,有,無,11900000,61340,坡道平面,24.81,0,,RPXNMLNKJHMFFBF28CA
新莊區,房地(土地+建物),新北市新莊區新北大道七段331~360號,6.84,住,,,1051203,土地2建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880409,78.39,3,2,2,有,有,6800000,86746,,0.0,0,,RPPNMLNKJHMFFBF47CA
新莊區,房地(土地+建物),新北市新莊區民樂街1~30號,28.71,住,,,1051219,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741115,103.97,3,2,2,有,無,10200000,98105,,0.0,0,,RPQPMLQLJHMFFBF18CA
新莊區,土地,文德段1~30地號,191.17,住,,,1051118,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46000000,240624,,0.0,0,,RPSPMLPLJHMFFBF28CA
林口區,房地(土地+建物)+車位,新北市林口區忠孝三路61~90號,39.25,住,,,1051208,土地1建物1車位2,二十層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030506,370.37,3,2,3,有,有,40970000,110619,坡道平面,31.54,0,,RPQNMLPJKHMFFBF77CA
新莊區,房地(土地+建物)+車位,新北市新莊區天祥街1~30號,7.18,住,,,1051211,土地2建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,108.43,2,1,1,有,有,8710000,103833,坡道平面,38.51,1450000,,RPSOMLPJKHMFFBF08CA
新莊區,房地(土地+建物)+車位,新北市新莊區天祥街1~30號,8.74,住,,,1051204,土地2建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,124.06,2,2,1,有,有,9900000,98773,坡道平面,38.51,1450000,,RPTOMLPJKHMFFBF18CA
新莊區,房地(土地+建物)+車位,新北市新莊區天祥街1~30號,8.66,住,,,1051128,土地2建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,129.53,2,2,1,有,有,9980000,101179,坡道平面,44.73,1400000,,RPUOMLPJKHMFFBF28CA
新莊區,房地(土地+建物)+車位,新北市新莊區天祥街1~30號,8.74,住,,,1051207,土地2建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,130.25,2,2,1,有,有,10220000,98468,坡道平面,44.73,1800000,,RPVOMLPJKHMFFBF38CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,8.29,住,,,1051209,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,80.31,2,2,1,有,有,7590000,94509,,0.0,0,,RPWOMLPJKHMFFBF48CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,6.71,住,,,1051127,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,65.05,2,1,1,有,有,6380000,98078,,0.0,0,,RPXOMLPJKHMFFBF58CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,6.71,住,,,1051130,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,65.05,2,1,1,有,有,6460000,99308,,0.0,0,,RPOPMLPJKHMFFBF77CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,6.71,住,,,1051127,土地2建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,65.05,2,1,1,有,有,6590000,101307,,0.0,0,,RPRPMLPJKHMFFBF08CA
新莊區,房地(土地+建物)+車位,新北市新莊區天祥街31~60號,9.69,住,,,1051128,土地2建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,132.02,2,2,1,有,有,10140000,94535,坡道平面,38.51,1300000,,RPSPMLPJKHMFFBF18CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,6.71,住,,,1051126,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,65.05,2,1,1,有,有,6370000,97925,,0.0,0,,RPTPMLPJKHMFFBF28CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,6.71,住,,,1051126,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,65.05,2,1,1,有,有,6460000,99308,,0.0,0,,RPUPMLPJKHMFFBF38CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,6.71,住,,,1051129,土地2建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,65.05,2,1,1,有,有,6620000,101768,,0.0,0,,RPVPMLPJKHMFFBF48CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,8.29,住,,,1051203,土地2建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,80.31,2,2,1,有,有,7590000,94509,,0.0,0,,RPWPMLPJKHMFFBF58CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,8.29,住,,,1051128,土地2建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,80.31,2,2,1,有,有,7630000,95007,,0.0,0,,RPXPMLPJKHMFFBF68CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,8.29,住,,,1051213,土地2建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,80.31,2,2,1,有,有,7670000,95505,,0.0,0,,RPOQMLPJKHMFFBF87CA
新莊區,房地(土地+建物)+車位,新北市新莊區中正路694巷31~60號,11.66,住,,,1051116,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,153.38,3,2,2,有,有,12100000,89036,坡道平面,35.45,1600000,,RPPQMLPJKHMFFBF97CA
新莊區,房地(土地+建物),新北市新莊區中正路694巷31~60號,11.65,住,,,1051116,土地2建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,117.93,3,2,2,有,有,10570000,89629,,0.0,0,,RPQQMLPJKHMFFBF08CA
新莊區,房地(土地+建物)+車位,新北市新莊區中正路694巷31~60號,11.51,住,,,1051121,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,151.97,3,2,2,有,有,11830000,89942,坡道平面,35.45,1350000,,RPRQMLPJKHMFFBF18CA
新莊區,房地(土地+建物),新北市新莊區中正路694巷31~60號,10.24,住,,,1051115,土地2建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050607,103.71000000000001,2,2,2,有,有,9920000,95651,,0.0,0,,RPSQMLPJKHMFFBF28CA
泰山區,房地(土地+建物)+車位,新北市泰山區泰林路二段451~480號,28.97,住,,,1051129,土地1建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951215,156.69,4,2,2,有,有,13000000,82966,坡道平面,27.94,0,,RPUQMLTKJHMFFBF88CA
五股區,土地,五股坑段五股坑小段481~510地號,2148.95,其他,,,1051202,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14000000,6515,,0.0,0,"１．權利人共計二人。２．在本約土地中有二筆土地地上有壹棟未保存登記廠房,賣方權利範圍為650/2100，包含在買賣總價內。",RPSPMLKLJHMFFBF77CA
新莊區,房地(土地+建物)+車位,新北市新莊區立信三街35巷1~30號,13.64,住,,,1051130,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940324,129.66,3,2,1,有,有,12600000,97177,坡道平面,0.0,0,,RPTOMLKLJHMFFBF77CA
新莊區,房地(土地+建物)+車位,新北市新莊區瓊泰路181~210號,16.23,住,,,1021126,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050902,159.3,3,2,2,有,有,19030000,129220,坡道平面,23.64,1500000,,RPSUMLOLJHMFFBF68CA
新莊區,房地(土地+建物)+車位,新北市新莊區瓊泰路181~210號,16.23,住,,,1021126,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050902,159.3,3,2,2,有,有,18680000,126640,坡道平面,23.64,1500000,,RPVUMLOLJHMFFBF98CA
新莊區,房地(土地+建物)+車位,新北市新莊區民安西路236巷1~30號,18.43,住,,,1051216,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051007,199.79,3,2,2,有,無,16200000,95025,坡道平面,67.72,3650000,,RPXPMLOLJHMFFBF68CA
新莊區,房地(土地+建物)+車位,新北市新莊區福德二街61~90號,28.72,住,,,1051217,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000524,178.79000000000002,3,2,2,有,有,20000000,111863,坡道平面,32.02,0,,RPVNMLOLJHMFFBF28CA
林口區,房地(土地+建物)+車位,新北市林口區林口路61~90號,54.22,住,,,1051227,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050831,180.13,4,2,2,有,有,16430000,99806,坡道平面,30.54,1500000,,RPTNMLSJLHMFFBF48CA
林口區,房地(土地+建物)+車位,新北市林口區林口路61~90號,54.22,住,,,1051227,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050831,180.13,4,2,2,有,有,16990000,102881,坡道平面,30.54,1600000,,RPXNMLSJLHMFFBF88CA
林口區,房地(土地+建物)+車位,新北市林口區林口路61~90號,54.22,住,,,1051227,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1050831,180.13,4,2,2,有,有,16990000,102881,坡道平面,30.54,1600000,,RPOOMLSJLHMFFBF08CA
新莊區,房地(土地+建物)+車位,新北市新莊區榮華路一段91~120號,43.62,住,,,1051112,土地1建物1車位2,十七層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1030813,336.76,3,2,2,有,有,46500000,158373,坡道平面,74.72,5000000,,RPPPMLTJKHMFFBF28CA
新莊區,房地(土地+建物),新北市新莊區建安街41巷1~30號,18.5,住,,,1051205,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1040527,114.0,2,2,1,有,無,12450000,109211,,0.0,0,買賣價款含裝潢乙式,RPWOMLSJKHMFFBF78CA
新莊區,房地(土地+建物),新北市新莊區天祥街31~60號,6.71,住,,,1051127,土地2建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050908,65.05,2,1,1,有,有,6560000,100846,,0.0,0,,RPPRMLKKKHMFFBF67CA
新店區,土地,中正段871~900地號,351.15,其他,,,1051116,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,72340000,206009,,0.0,0,,RPWNMLLKJHMFFCF08CA
新店區,房地(土地+建物),新北市新店區中興路二段57巷1~30號,32.83,住,,,1051204,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770524,119.16,3,2,2,有,無,12800000,107419,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPRPMLMKJHMFFCF87CA
深坑區,房地(土地+建物)+車位,新北市深坑區深南路31~60號,46.97,,山坡地保育區,丙種建築用地,1051115,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850719,147.60000000000002,3,2,1,有,有,6770000,45867,坡道平面,0.0,0,,RPTQMLOLJHMFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安民街65巷1~30號,23.44,住,,,1051225,土地1建物1車位1,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831015,171.57999999999998,3,2,2,有,有,13980000,81478,坡道平面,0.0,0,,RPWQMLOLJHMFFCF78CA
新店區,房地(土地+建物)+車位,新北市新店區安和路一段1~30號,25.63,住,,,1020221,土地1建物1車位2,九層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,267.46000000000004,4,2,2,有,有,28360000,123706,坡道平面,70.38,3980000,,RPRNMLRKJHMFFCF18CA
新店區,房地(土地+建物)+車位,新北市新店區安和路一段1~30號,23.92,住,,,1051221,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,218.28,4,2,2,有,有,26900000,123236,坡道平面,35.19,0,,RPSNMLRKJHMFFCF28CA
新店區,房地(土地+建物)+車位,新北市新店區安和路一段1~30號,24.29,住,,,1020425,土地1建物1車位2,十六層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,257.98,4,2,2,有,有,29950000,138326,坡道平面,70.38,4000000,,RPTNMLRKJHMFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區安和路一段1~30號,23.92,住,,,1020511,土地1建物1車位1,三層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,223.29999999999998,4,2,2,有,有,23620000,114401,坡道平面,35.19,2100000,,RPUNMLRKJHMFFCF48CA
