鄉鎮市區,交易標的,土地區段位置/建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元/平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position/building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year, month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price Yuan,the unit price a Yuan/square meter,the berth category,berth shifting total area square meter,the berth total price Yuan,the note,serial number
淡水區,房地(土地+建物),新北市淡水區興福寮88巷1~30號,78.8,,山坡地保育區,丙種建築用地,1051201,土地2建物1車位0,八層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030820,166.2,3,2,2,有,有,24922510,149955,,0.0,0,,RPUWMLPJJHMFFEF66CA
淡水區,房地(土地+建物),新北市淡水區興福寮88巷1~30號,66.01,,山坡地保育區,丙種建築用地,1051201,土地2建物1車位0,二十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1030820,138.87,2,2,1,有,有,23663558,170401,,0.0,0,,RPQWMLPJJHMFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路一段511~540號,17.77,住,,,1051118,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971008,129.06,2,1,1,有,有,7200000,55788,坡道平面,31.51,0,,RPSPNLPJJHMFFEF48CA
淡水區,房地(土地+建物),新北市淡水區新春街85巷1~30號,31.23,住,,,1051212,土地1建物1車位0,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050406,161.08,3,2,2,有,有,10150000,63012,,0.0,0,,RPSNMLQLKILFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區大忠街113巷1~30號,24.39,住,,,1051205,土地1建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850601,174.0,3,2,2,有,有,8160000,46897,坡道平面,0.0,0,,RPQQMLNLKILFFEF38CA
淡水區,車位,新北市淡水區新民街222巷1~30號,0.0,,,,1051208,土地0建物0車位1,停車場,十五層,其他,停車空間,鋼筋混凝土造,0801120,14.12,0,0,0,有,無,700000,,坡道平面,14.12,700000,,RPUQMLNLKILFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段121~150號,23.97,住,,,1051207,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050401,168.44,3,2,2,有,有,8700000,51650,坡道平面,30.04,0,,RPPPMLQLKILFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段1~30號,27.4,住,,,1051209,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,158.44,3,2,2,有,有,9000000,60341,坡道平面,31.66,1350000,,RPXOMLSLKILFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段31~60號,29.51,住,,,1051209,土地1建物1車位2,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,189.01999999999998,3,2,2,有,有,9600000,57755,坡道平面,59.16,2100000,,RPPPMLSLKILFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區義山路一段31~60號,29.51,住,,,1051209,土地1建物1車位2,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040430,193.18,3,2,2,有,有,9650000,57523,坡道平面,63.32,2180000,,RPRPMLSLKILFFEF88CA
淡水區,土地,北投子段511~540地號,30.33,住,,,1051125,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,131000,4319,,0.0,0,承購逾期未辦理繼承登記之不動產,RPWQMLSLKILFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新春街85巷19弄31~60號,27.8,住,,,1051113,土地1建物1車位1,十一層，十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970813,152.05,4,2,2,有,有,8330000,54785,坡道平面,24.11,0,,RPTPMLTLKILFFEF56CA
淡水區,房地(土地+建物),新北市淡水區北新路181~210號,8.4,住,,,1051214,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0981008,31.39,1,1,1,有,有,2350000,74865,,0.0,0,,RPVPMLTLKILFFEF76CA
淡水區,房地(土地+建物),新北市淡水區沙崙路216巷1~30號,16.97,住,,,1051102,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,83.19999999999999,2,2,1,有,有,4020000,48317,,0.0,0,,RPVRMLSLKILFFEF86CA
汐止區,房地(土地+建物),新北市汐止區瑞松街150巷1~30號,20.8,,山坡地保育區,丙種建築用地,1051113,土地1建物1車位0,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810703,56.98,0,0,0,無,有,1700000,29835,,0.0,0,,RPWOMLKKJHMFFDF18CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段1~30號,25.63,住,,,1051215,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040907,168.65,3,2,2,有,有,8750000,53524,坡道平面,29.46,1300000,,RPPTMLTJJHMFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路一段181~210號,49.04,住,,,1051208,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011101,283.03999999999996,4,2,2,有,有,14800000,52289,坡道平面,66.6,0,,RPRTMLTJJHMFFEF09CA
八里區,車位,新北市八里區頂寮31~60號,3.34,住,,,1051123,土地0建物0車位1,,,其他,,,,35.75,0,0,0,有,有,1000000,,坡道平面,35.75,1000000,,RPVOMLSKJHMFFEF98CA
八里區,車位,新北市八里區頂寮二街1~30號,3.05,住,,,1051123,土地0建物0車位1,,,其他,,,,36.23,0,0,0,有,有,1000000,,坡道平面,36.22,1000000,,RPWOMLSKJHMFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路181~210號,13.78,住,,,1051212,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,111.72999999999999,2,2,1,有,有,5450000,48362,坡道機械,15.58,800000,,RPQUMLTKJHMFFEF56CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路181~210號,16.21,住,,,1051212,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,128.2,2,2,1,有,有,6800000,52389,坡道機械,15.58,900000,,RPRUMLTKJHMFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路151~180號,20.73,住,,,1051212,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,165.76,3,2,2,有,有,8100000,48506,坡道平面,23.51,1200000,,RPXUMLTKJHMFFEF27CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路151~180號,14.72,住,,,1051212,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,119.77,2,2,1,有,有,5780000,46838,坡道機械,15.58,900000,,RPOVMLTKJHMFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路181~210號,16.21,住,,,1051212,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,128.2,2,2,1,有,有,6850000,52833,坡道機械,15.58,900000,,RPUUMLTKJHMFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路181~210號,17.21,住,,,1051212,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050420,136.14,2,2,1,有,有,7500000,56379,坡道平面,23.51,1150000,,RPVUMLTKJHMFFEF07CA
三芝區,土地,芝柏段871~900地號,1039.28,,山坡地保育區,農牧用地,1051110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200660,2117,,0.0,0,,RPRWMLRKJHMFFEF66CA
淡水區,房地(土地+建物),新北市淡水區樹梅坑31~60號,17.27,,山坡地保育區,丙種建築用地,1051122,土地2建物1車位0,二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0721129,135.05,3,2,2,有,有,9500000,70344,,0.0,0,含增建或未登記建物。;陽台外推,RPSUNLMJLHMFFEF88CA
三重區,房地(土地+建物),新北市三重區重陽路一段20巷1~30號,33.75,住,,,1051114,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0780203,130.31,4,2,2,有,無,13600000,104375,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPQOMLNJJHMFFGF08CA
蘆洲區,房地(土地+建物),新北市蘆洲區永平街32巷12弄1~30號,18.04,住,,,1051111,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820427,106.47,3,1,2,有,有,9000000,84531,,0.0,0,,RPXOMLSLKILFFGF96CA
蘆洲區,房地(土地+建物),新北市蘆洲區中山一路197巷1~30號,22.84,住,,,1051127,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701007,88.0,4,0,4,有,無,8300000,94318,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPOSMLSLKILFFGF09CA
三重區,土地,三民段661~690地號,10.67,其他,,,1051212,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1247000,116870,,0.0,0,,RPOPMLTLKILFFGF88CA
蘆洲區,房地(土地+建物),新北市蘆洲區和平路181~210號,35.41,住,,,1051022,土地2建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700127,105.0,3,2,1,有,無,9500000,90476,,0.0,0,含增建或未登記建物。;含增建或未登記建物。,RPWNMLTLKILFFGF86CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,24.76,商,,,1051207,土地2建物1車位3,十七層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,322.89,4,2,3,有,無,43990000,160698,坡道平面,88.35,6300000,,RPTOMLLKJHMFFGF28CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,17.62,商,,,1051207,土地2建物1車位1,十七層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,198.82999999999998,4,2,2,有,無,27650000,151091,坡道平面,31.05,2300000,,RPUOMLLKJHMFFGF38CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,10.8,商,,,1051207,土地2建物1車位1,八層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,131.18,2,2,1,有,無,17820000,154296,坡道平面,28.65,2000000,,RPOOMLLKJHMFFGF77CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,10.8,商,,,1051207,土地2建物1車位1,十六層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,131.18,2,2,1,有,無,18780000,166585,坡道平面,28.65,1700000,,RPPOMLLKJHMFFGF87CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,24.11,商,,,1051207,土地2建物1車位2,十層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,288.01,4,2,3,有,無,36160000,139396,坡道平面,57.3,4000000,,RPQNMLLKJHMFFGF87CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,24.11,商,,,1051116,土地2建物1車位2,十九層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,290.40999999999997,4,2,3,有,無,42500000,165576,坡道平面,59.7,4300000,,RPRNMLLKJHMFFGF97CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,17.62,商,,,1051207,土地2建物1車位1,十二層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,196.42000000000002,4,2,2,有,無,28970000,161948,坡道平面,28.65,1800000,,RPTNMLLKJHMFFGF18CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,17.62,商,,,1051212,土地2建物1車位1,十九層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,196.42000000000002,4,2,2,有,無,27170000,151219,坡道平面,28.65,1800000,,RPUNMLLKJHMFFGF28CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,10.8,商,,,1051207,土地2建物1車位1,四層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,133.57999999999998,2,2,1,有,有,16200000,138496,坡道平面,31.05,2000000,,RPVNMLLKJHMFFGF38CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,11.24,商,,,1051207,土地2建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050726,141.92000000000002,2,2,1,有,無,18850000,150176,坡道平面,31.05,2200000,,RPWNMLLKJHMFFGF48CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路61~90號,10.8,商,,,1051207,土地2建物1車位1,六層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050726,133.57999999999998,2,2,1,有,無,17100000,144348,坡道平面,31.05,2300000,,RPROMLLKJHMFFGF08CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路243巷1~30號,31.7,住,,,1030103,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050914,187.8,3,2,2,有,有,19110000,110834,坡道平面,31.17,1750000,,RPXOMLMKJHMFFGF78CA
蘆洲區,房地(土地+建物),新北市蘆洲區中正路243巷1~30號,18.91,住,,,1030213,土地1建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050914,96.62,2,2,1,有,有,10560000,109294,,0.0,0,,RPRPMLMKJHMFFGF28CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路243巷1~30號,31.7,住,,,1030112,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050914,187.8,3,2,2,有,有,19600000,113963,坡道平面,31.17,1750000,,RPSPMLMKJHMFFGF38CA
三重區,房地(土地+建物),新北市三重區光復路一段64巷1~30號,21.82,工,,,1051125,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0771121,85.55,3,2,2,有,無,7200000,84161,,0.0,0,,RPOVMLQJJHMFFGF88CA
蘆洲區,房地(土地+建物),新北市蘆洲區民生街121~150號,29.9,住,,,1051129,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781213,98.09,3,2,2,有,無,7750000,79009,,0.0,0,,RPOTMLRLKILFFGF09CA
蘆洲區,車位,新北市蘆洲區環堤大道1~30號,3.66,住,,,1051207,土地0建物0車位1,地下一層,十四層,其他,見其他登記事項,鋼筋混凝土造,0880727,32.17,0,0,0,有,有,1400000,,坡道平面,32.17,1400000,,RPROMLQLKILFFGF78CA
三重區,房地(土地+建物),新北市三重區大同北路91~120號,14.52,住,,,1051128,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0611001,41.0,3,1,1,有,無,3700000,90244,,0.0,0,,RPPOMLQLKILFFGF58CA
三重區,房地(土地+建物),新北市三重區大同北路91~120號,14.52,住,,,1051128,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0611001,41.0,1,1,1,有,無,3700000,90244,,0.0,0,,RPXNMLQLKILFFGF66CA
蘆洲區,房地(土地+建物),新北市蘆洲區三民路361~390號,8.47,其他,,,1051208,土地1建物1車位0,十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,79.1,2,1,1,有,有,11420000,144374,,0.0,0,,RPXPMLTKJHMFFGF96CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路331~360號,18.4,其他,,,1051118,土地1建物1車位1,十七層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,172.39,3,2,2,有,有,23380000,135623,坡道平面,23.39,0,,RPUOMLSKJHMFFGF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區三民路361~390號,8.47,其他,,,1051115,土地1建物1車位0,三層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,80.75,2,1,1,有,有,12220000,151331,,0.0,0,,RPVOMLSKJHMFFGF56CA
蘆洲區,房地(土地+建物),新北市蘆洲區三民路361~390號,8.47,其他,,,1051125,土地1建物1車位0,八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,79.1,2,1,1,有,有,11400000,144121,,0.0,0,關係戶,RPWOMLSKJHMFFGF66CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路331~360號,18.11,其他,,,1051130,土地1建物1車位1,一層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,169.97,3,2,2,有,有,24050000,141496,坡道平面,26.99,0,關係戶,RPXOMLSKJHMFFGF76CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路361~390號,16.35,其他,,,1051125,土地1建物1車位1,十五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,153.72,3,2,2,有,有,21880000,142337,坡道平面,26.99,0,,RPOPMLSKJHMFFGF58CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區三民路361~390號,19.28,其他,,,1051110,土地1建物1車位2,七層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040409,179.5,3,2,2,有,有,21000000,116992,坡道平面,53.98,0,,RPRPMLSKJHMFFGF88CA
中和區,土地,南工段481~510地號,39.82,其他,,,1051221,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2014800,50598,,0.0,0,(包含)公共設施保留地之交易。,RPPNMLOKJHMFFHF18CA
中和區,土地,莊敬段91~120地號,68.74,其他,,,1051221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3127200,45493,,0.0,0,(包含)公共設施保留地之交易。,RPRNMLOKJHMFFHF38CA
中和區,土地,公園段211~240地號,21.96,其他,,,1051221,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1437200,65446,,0.0,0,(包含)公共設施保留地之交易。買方共兩人,RPTNMLOKJHMFFHF58CA
中和區,土地,公園段211~240地號,19.99,其他,,,1051221,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1308300,65448,,0.0,0,(包含)公共設施保留地之交易。,RPUNMLOKJHMFFHF68CA
永和區,房地(土地+建物)+車位,新北市永和區竹林路61~90號,27.42,商,,,1051201,土地2建物1車位2,二十六層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050812,343.29999999999995,3,2,3,有,有,67590000,218022,坡道平面,62.64,6400000,,RPUNMLQKJHMFFHF88CA
永和區,房地(土地+建物)+車位,新北市永和區竹林路61~90號,25.49,商,,,1051201,土地2建物1車位1,六層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050812,297.72,3,2,3,有,有,52480000,187988,坡道平面,31.32,2400000,,RPVNMLQKJHMFFHF98CA
永和區,房地(土地+建物)+車位,新北市永和區竹林路61~90號,21.26,商,,,1051201,土地2建物1車位1,九層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050812,252.22,3,2,2,有,有,46100000,198732,坡道平面,31.32,2200000,,RPWNMLQKJHMFFHF09CA
永和區,房地(土地+建物)+車位,新北市永和區竹林路61~90號,21.26,商,,,1051201,土地2建物1車位1,十三層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050812,252.22,3,2,2,有,有,47740000,205704,坡道平面,31.32,2300000,,RPXNMLQKJHMFFHF56CA
